part_id,status,returncode,elapsed_seconds,error
R01_P00,SUCCESS,0,5.444803476333618,
R01_P01,SUCCESS,0,4.898612976074219,
R01_P02,SUCCESS,0,4.841297388076782,
R01_P03,SUCCESS,0,4.898263454437256,
R01_P04,SUCCESS,0,5.1273353099823,
