part_id,voxel_iou_t0,voxel_iou_t1,voxel_iou_delta_t1_minus_t0,normalized_chamfer_t0,normalized_chamfer_t1,normalized_chamfer_delta_t1_minus_t0,normalized_hd95_t0,normalized_hd95_t1,normalized_hd95_delta_t1_minus_t0,silhouette_iou_mean_t0,silhouette_iou_mean_t1,silhouette_iou_mean_delta_t1_minus_t0,mfr_trace_t0,mfr_trace_t1,mfr_trace_delta_t1_minus_t0,critical_feature_recall_trace_t0,critical_feature_recall_trace_t1,critical_feature_recall_trace_delta_t1_minus_t0
R01_P00,0.2842540620384047,0.2975834429955736,0.013329380957168901,0.0619855244570841,0.066020213829465,0.004034689372380905,0.2745892918529354,0.3328261669023392,0.05823687504940378,0.5232796507968018,0.5238320626458615,0.0005524118490596308,1.0,1.0,0.0,1.0,1.0,0.0
R01_P01,0.3204187307606059,0.3261749691955641,0.005756238434958205,0.1059318701700395,0.1042832064687966,-0.0016486637012428917,0.2620111400972378,0.2679322448178062,0.005921104720568393,0.4713836615365337,0.4743413837104526,0.0029577221739188753,0.6666666666666666,1.0,0.33333333333333337,1.0,1.0,0.0
R01_P02,0.1795755764958247,0.1796791850387714,0.00010360854294669264,0.0608631105370724,0.0615160053008761,0.0006528947638037019,0.1701829485275017,0.1745644916557429,0.004381543128241183,0.3440151853334376,0.3605990773748628,0.016583892041425186,0.75,1.0,0.25,1.0,1.0,0.0
R01_P03,0.3563076392679633,0.141110039157823,-0.21519760011014033,0.0665553453053356,0.0650595027882903,-0.0014958425170453066,0.2265355191603096,0.2000242185068042,-0.026511300653505376,0.4019404215944021,0.3902778169523485,-0.011662604642053598,0.75,1.0,0.25,1.0,1.0,0.0
R01_P04,0.2383164213234243,0.2524008350730689,0.014084413749644586,0.0605772255609881,0.0591419144698961,-0.0014353110910920036,0.1936047780922448,0.1996386733153699,0.006033895223125113,0.384875791705243,0.3888333287978054,0.003957537092562413,0.75,1.0,0.25,0.75,1.0,0.25
