case_id,source_path,source_sha256,version,documentation_url,download_url,downloaded_utc,zip_sha256,regeneration_script
step_px100,go_nogo1/sources/step_calibration/trossen/px100/PXA-100.step,aa581e4bf6e940166e3c6f9a6effe4844af798055461d31640a202087ebe9fa7,content-addressed; upstream release not recorded,https://docs.trossenrobotics.com/interbotix_xsarms_docs/specifications/px100.html,https://docs.trossenrobotics.com/interbotix_xsarms_docs/_downloads/83da0a2cb4b8aaf99a7f047195fc25f8/1_PXA-100-A.zip,2026-08-07T14:42:40.559243+00:00,fc286b4f762a3c109f51e0e355a9db8504b8f9b294d57e581cfd8a7ec108a908,go_nogo1/scripts/download_trossen_step.py
step_rx150,go_nogo1/sources/step_calibration/trossen/rx150/3_RXA-150-M/3 - RXA-150-M.step,22d1ce3db10f9b8633c4ea299b929b90666206cf17e2765f8f58dca92e478ec7,content-addressed; upstream release not recorded,https://docs.trossenrobotics.com/interbotix_xsarms_docs/specifications/rx150.html,https://docs.trossenrobotics.com/interbotix_xsarms_docs/_downloads/21a942b8312b7865edc6de72eb57fb50/3_RXA-150-M.zip,2026-08-07T14:42:42.734996+00:00,aeef576291e90b77920cab7f2897fb3c3ab31110d270a01f48a3b326c2729de4,go_nogo1/scripts/download_trossen_step.py
step_vx300s,go_nogo1/sources/step_calibration/trossen/vx300s/VXA-300-6DOF.step,5116332ce69dc98018b37600ee7b476f3f32c90458af1c4c6105fdd3512166e0,content-addressed; upstream release not recorded,https://docs.trossenrobotics.com/interbotix_xsarms_docs/specifications/vx300s.html,https://docs.trossenrobotics.com/interbotix_xsarms_docs/_downloads/91cfe96873cb6a82b272444ba29b4aeb/9_VXA-300S-M.zip,2026-08-07T14:42:47.105592+00:00,b5bd5c5e50243c7015831301e6058591e2f1ef8db8b5be32de9263af5b3f2190,go_nogo1/scripts/download_trossen_step.py
step_wx200,go_nogo1/sources/step_calibration/trossen/wx200/WXA-200.step,258c875ada87e1b560ff44c0479cf1dee9bbfa179a8589254d31d292d4d59591,content-addressed; upstream release not recorded,https://docs.trossenrobotics.com/interbotix_xsarms_docs/specifications/wx200.html,https://docs.trossenrobotics.com/interbotix_xsarms_docs/_downloads/65f7535b8419c6ee8ed44742df56800d/5_WXA-200-M.zip,2026-08-07T14:42:48.325434+00:00,a34e414a5611185cb76aaa14c1def3d23cc13a50ecb0c80e72759823d77126d0,go_nogo1/scripts/download_trossen_step.py
step_wx250s,go_nogo1/sources/step_calibration/trossen/wx250s/WXA-250-6DOF.step,9c73bd825eebdb91a2bf26cbba2efb40f7b4a4642b8b4857adf9649f671bbd13,content-addressed; upstream release not recorded,https://docs.trossenrobotics.com/interbotix_xsarms_docs/specifications/wx250s.html,https://docs.trossenrobotics.com/interbotix_xsarms_docs/_downloads/9a76e5616848ad80466e34ca488bb9f9/10_WXA-250-6DOF.zip,2026-08-07T14:42:50.209630+00:00,6ab1eb433e0ac4bde59e29e3f9a30898de08725e8893f6d48252e100a3e8ef01,go_nogo1/scripts/download_trossen_step.py
