case_id,status,expected_links,visual_mesh_links,views,condition_images,freecad_status,error_type,error
dev_arm-ab15a75247,SUCCESS,5,5,2,6,SUCCESS,,"QWaitCondition: Destroyed while threads are still waiting
"
