condition,case_id,joint_index,radius_m,local_chamfer_mm2
A,dev_arm-21b8992ec4,0,0.11446286722336801,0.0006265380775692237
A,dev_arm-21b8992ec4,1,0.11446286722336801,0.0012465418844419696
A,dev_arm-21b8992ec4,2,0.11446286722336801,0.0012383054156935994
A,dev_arm-21b8992ec4,3,0.11446286722336801,0.00032829994833726245
A,dev_arm-21b8992ec4,4,0.11446286722336801,0.00034202512956631214
A,dev_arm-21b8992ec4,5,0.11446286722336801,0.0003894134771082771
A,dev_arm-21b8992ec4,6,0.11446286722336801,0.0004039107150663917
A,dev_arm-21b8992ec4,7,0.11446286722336801,0.00032209224277957233
A,dev_arm-21b8992ec4,8,0.11446286722336801,0.0003164896321832656
A,dev_arm-21b8992ec4,9,0.11446286722336801,0.0005389137191143482
A,dev_arm-3ce41d3c31,0,0.1355428647672726,0.0014804534041449149
A,dev_arm-3ce41d3c31,1,0.1355428647672726,0.0014483176229549283
A,dev_arm-3ce41d3c31,2,0.1355428647672726,0.0021213610685767203
A,dev_arm-3ce41d3c31,3,0.1355428647672726,0.0021451811947006422
A,dev_arm-3ce41d3c31,4,0.1355428647672726,0.0036427928436742188
A,dev_arm-3ce41d3c31,5,0.1355428647672726,0.005250984416666932
A,dev_arm-3ce41d3c31,6,0.1355428647672726,0.0007634604472403451
A,dev_arm-3ce41d3c31,7,0.1355428647672726,0.005242931267677671
A,dev_arm-3ce41d3c31,8,0.1355428647672726,0.004867492426649037
A,dev_arm-42e898b1a2,0,0.04427362768800189,0.00010816971268173752
A,dev_arm-42e898b1a2,1,0.04427362768800189,0.00012656517131127368
