effect,case_id,metric,right_minus_left
urdf_fusion,dev_arm-551a9c392e,voxel_iou,0.03532086029026049
urdf_fusion,dev_arm-cb42051aad,graph_f1,-0.13333333333333341
urdf_fusion,dev_arm-cb42051aad,joint_type,0.0
urdf_fusion,dev_arm-cb42051aad,axis,0.0
urdf_fusion,dev_arm-cb42051aad,origin,-0.18877495400090138
urdf_fusion,dev_arm-cb42051aad,motion,-0.24560403407351855
urdf_fusion,dev_arm-cb42051aad,chamfer,0.003773801061919932
urdf_fusion,dev_arm-cb42051aad,hd95,0.04616007374933713
urdf_fusion,dev_arm-cb42051aad,voxel_iou,-0.26368333373572517
urdf_fusion,dev_arm-d55f01b988,graph_f1,0.46428571428571425
urdf_fusion,dev_arm-d55f01b988,joint_type,0.5
urdf_fusion,dev_arm-d55f01b988,axis,0.0
urdf_fusion,dev_arm-d55f01b988,origin,-0.11913353798580459
urdf_fusion,dev_arm-d55f01b988,motion,-0.27150487235393134
urdf_fusion,dev_arm-d55f01b988,chamfer,-0.005942683170663365
urdf_fusion,dev_arm-d55f01b988,hd95,-0.12965379790514045
urdf_fusion,dev_arm-d55f01b988,voxel_iou,0.3369386397843817
urdf_fusion,dev_arm-f7b0b901d3,graph_f1,-0.1071428571428571
urdf_fusion,dev_arm-f7b0b901d3,joint_type,0.0
urdf_fusion,dev_arm-f7b0b901d3,axis,-45.0
urdf_fusion,dev_arm-f7b0b901d3,origin,-0.1127142938896328
urdf_fusion,dev_arm-f7b0b901d3,motion,-0.19592007106855522
urdf_fusion,dev_arm-f7b0b901d3,chamfer,-0.005763365274929835
urdf_fusion,dev_arm-f7b0b901d3,hd95,-0.0965163464414895
urdf_fusion,dev_arm-f7b0b901d3,voxel_iou,0.13699534490055015
urdf_fusion,dev_arm-fdadfa8bdd,graph_f1,-0.13333333333333341
urdf_fusion,dev_arm-fdadfa8bdd,joint_type,0.0
urdf_fusion,dev_arm-fdadfa8bdd,axis,0.0
urdf_fusion,dev_arm-fdadfa8bdd,origin,-0.2621270410141988
urdf_fusion,dev_arm-fdadfa8bdd,motion,-0.6618330573977594
urdf_fusion,dev_arm-fdadfa8bdd,chamfer,-0.0014930034646901237
urdf_fusion,dev_arm-fdadfa8bdd,hd95,-0.03226133391877395
urdf_fusion,dev_arm-fdadfa8bdd,voxel_iou,0.1835412014596155
