axis_error_degrees_median,case_id,chamfer,error,failure_patterns,graph_f1,hd95,joint_type_accuracy,link_rotation_error_degrees_median,link_translation_error_normalized_median,mutation,origin_error_normalized_median,part_f1,simultaneous_success,status,voxel_iou
0.0,case_05_arm-ab15a75247,1.099799065799531e-05,,,1.0,0.005838071925636896,1.0,0.0,0.0016806380873546096,visual_translation_mm_5,0.0,1.0,True,OK,0.91015625
45.0,case_05_arm-ab15a75247,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,37.2781975591505,0.002704219194608776,axis_45,0.0,1.0,False,OK,1.0
90.0,case_05_arm-ab15a75247,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,79.427406578899,0.0049967455306463935,axis_90,0.0,1.0,False,OK,1.0
0.0,case_05_arm-ab15a75247,0.00038412960136974554,,missing_parts;poor_curved_geometry;wrong_joint_type;wrong_topology,0.8571428571428571,0.03773279252317792,0.75,0.0,0.02359832816978933,remove_terminal_link,0.0,0.888888888888889,False,OK,0.5809248554913294
,case_05_arm-ab15a75247,,ValueError: kinematic graph is not a rooted tree,,,,,,,remove_terminal_joint,,,,INVALID,
0.0,case_05_arm-ab15a75247,0.008876340633490708,,poor_curved_geometry;poor_geometry;wrong_joint_type;wrong_topology,0.75,0.18439774982058924,0.75,0.0,0.010755923173662415,reparent_terminal_link,0.0,1.0,False,OK,0.12362030905077263
,case_05_arm-ab15a75247,0.0,,wrong_joint_axis;wrong_joint_type;wrong_motion,1.0,0.0,0.0,47.37940857658052,0.004040153648513515,revolute_fixed,0.0,1.0,False,OK,1.0
0.0,case_05_arm-ab15a75247,0.00010827637008722766,,,1.0,0.017482452131104585,1.0,0.0,0.009344200769433169,link_scale_pct_20,0.0,1.0,True,OK,0.8419117647058824
0.0,case_06_arm-42e898b1a2,0.0,,,1.0,0.0,1.0,0.0,0.0,identity,0.0,1.0,True,OK,1.0
0.0,case_06_arm-42e898b1a2,0.0,,,1.0,0.0,1.0,0.0,0.0,axis_0,0.0,1.0,True,OK,1.0
5.000000000092464,case_06_arm-42e898b1a2,0.0,,,1.0,0.0,1.0,5.640217574331865,0.03531436287833466,axis_5,0.0,1.0,True,OK,1.0
10.000000001987418,case_06_arm-42e898b1a2,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,11.334335965451686,0.07108689290230791,axis_10,0.0,1.0,False,OK,1.0
0.0,case_06_arm-42e898b1a2,0.0,,,1.0,0.0,1.0,0.0,0.0,origin_mm_0,0.0,1.0,True,OK,1.0
0.0,case_06_arm-42e898b1a2,7.312695431609345e-05,,,1.0,0.014996380784842929,1.0,0.0,0.03130847168707836,origin_mm_5,0.011293404812533572,1.0,True,OK,0.9376558603491272
0.0,case_06_arm-42e898b1a2,0.0001800477653407733,,poor_curved_geometry;wrong_motion,1.0,0.024383642567379557,1.0,0.0,0.060871110162868045,origin_mm_10,0.022586809625067143,1.0,False,OK,0.8386308068459658
0.0,case_06_arm-42e898b1a2,3.1101350059762765e-05,,,1.0,0.013076816237766152,1.0,0.0,1.1993384078157267e-08,link_scale_pct_1,0.0,1.0,True,OK,1.0
0.0,case_06_arm-42e898b1a2,5.3966735056954924e-05,,,1.0,0.01486089105187178,1.0,0.0,5.996692160270604e-08,link_scale_pct_5,0.0,1.0,True,OK,1.0
0.0,case_06_arm-42e898b1a2,1.6910786123475908e-07,,,1.0,0.0006159199122252701,1.0,0.0,0.0007538446146133117,visual_translation_mm_1,0.0,1.0,True,OK,1.0
0.0,case_06_arm-42e898b1a2,4.116564357407587e-06,,,1.0,0.00306256481252462,1.0,0.0,0.0037644507912646457,visual_translation_mm_5,0.0,1.0,True,OK,0.9851116625310173
45.0,case_06_arm-42e898b1a2,0.0,,wrong_joint_axis;wrong_motion,1.0,0.0,1.0,50.30784764749019,0.2963511521072178,axis_45,0.0,1.0,False,OK,1.0
