bbox_delta_mm,case,conservation_error_mm3,expected_overlap_error_mm3,expected_overlap_mm3,keepout_union_volume_mm3,max_absolute_error_mm3,max_relative_error,outside_source_mm3,path,raw_brep_path,removed_consistency_error_mm3,removed_unique_volume_mm3,reopen_solid_count,reopen_state,reopen_volume_delta_mm3,repeat,residual_forbidden_mm3,solid_count,source_volume_mm3,state,witness_volume_mm3
0.0,TOUCHING,0.0,0.0,0.0,299.99999999999994,0.0,0.0,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/TOUCHING_ORDERED_SEQUENTIAL_CUT_1.brep,0.0,0.0,1,VALID_SINGLE_SOLID,0.0,1,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9999999999998
0.0,TOUCHING,0.0,0.0,0.0,299.99999999999994,0.0,0.0,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/TOUCHING_ORDERED_SEQUENTIAL_CUT_2.brep,0.0,0.0,1,VALID_SINGLE_SOLID,0.0,2,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9999999999998
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_UNION_THEN_SINGLE_CUT_0.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,0,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_UNION_THEN_SINGLE_CUT_1.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,1,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_UNION_THEN_SINGLE_CUT_2.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,2,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_ORDERED_SEQUENTIAL_CUT_0.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,0,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_ORDERED_SEQUENTIAL_CUT_1.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,1,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,OVERLAPPING_UNION,1.1368683772161603e-13,2.2737367544323206e-13,600.0,599.9999999999998,2.2737367544323206e-13,2.273736754432321e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/OVERLAPPING_UNION_ORDERED_SEQUENTIAL_CUT_2.brep,1.1368683772161603e-13,599.9999999999998,2,VALID_MULTI_SOLID,0.0,2,0.0,2,999.9999999999998,VALID_MULTI_SOLID,400.0000000000001
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_UNION_THEN_SINGLE_CUT_0.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,0,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_UNION_THEN_SINGLE_CUT_1.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,1,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_UNION_THEN_SINGLE_CUT_2.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,2,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_ORDERED_SEQUENTIAL_CUT_0.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,0,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_ORDERED_SEQUENTIAL_CUT_1.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,1,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,REPEATED_OVERLAP,1.1368683772161603e-13,1.1368683772161603e-13,400.0,399.9999999999999,1.1368683772161603e-13,1.1368683772161606e-16,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/REPEATED_OVERLAP_ORDERED_SEQUENTIAL_CUT_2.brep,1.1368683772161603e-13,399.9999999999999,2,VALID_MULTI_SOLID,0.0,2,0.0,2,999.9999999999998,VALID_MULTI_SOLID,600.0
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_UNION_THEN_SINGLE_CUT_0.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,0,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_UNION_THEN_SINGLE_CUT_1.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,1,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_UNION_THEN_SINGLE_CUT_2.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,2,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_ORDERED_SEQUENTIAL_CUT_0.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,0,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_ORDERED_SEQUENTIAL_CUT_1.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,1,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,THIN_POSITIVE,9.0951551845464e-15,0.0,0.01,0.01,9.0951551845464e-15,9.095155184546402e-18,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/THIN_POSITIVE_ORDERED_SEQUENTIAL_CUT_2.brep,9.0951551845464e-15,0.01,1,VALID_SINGLE_SOLID,0.0,2,0.0,1,999.9999999999998,VALID_SINGLE_SOLID,999.9899999999998
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_UNION_THEN_SINGLE_CUT_0.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,0,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_UNION_THEN_SINGLE_CUT_1.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,1,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,UNION_THEN_SINGLE_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_UNION_THEN_SINGLE_CUT_2.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,2,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_ORDERED_SEQUENTIAL_CUT_0.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,0,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_ORDERED_SEQUENTIAL_CUT_1.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,1,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
0.0,DERIVED_EMPTY,0.0,0.0,0.0,999.9999999999998,0.0,0.0,0.0,ORDERED_SEQUENTIAL_CUT,experiments/try6/artifacts/try6_0_d1_w0/synthetic_brep/DERIVED_EMPTY_ORDERED_SEQUENTIAL_CUT_2.brep,0.0,0.0,0,EFFECTIVELY_EMPTY,0.0,2,0.0,0,0.0,EFFECTIVELY_EMPTY,0.0
