GT_accessed,KFDE_component_brep_sha256,addition_geometry_state,alignment_category,allowed_region_pair_common_mm3,ambiguity_reason,component_id,coordinate_volume_delta_mm3,exact_adjacent,exact_allowed_contact_or_cluster_exception,exact_full_pair_common_mm3,exact_mutable_pair_common_mm3,exact_taxonomy,exact_unintended_collision,geometry_fcstd_sha256,geometry_id,joint_id,kfde_mutable_added_intersection_mm3,kfde_status,kfde_violation,mutable_geometry_state,neighbor_id,pose_q_rad,scope_ambiguity
False,e0f4c050cff9ddb1035d68195e9dd5ad9089b362ba19c921f59241974ea4c253,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_02,3.979039320256561e-12,True,True,1358.991069660696,727.9707697184003,EXPECTED_INTERFACE_CONTACT,False,52b881b825feea636f096fc7fb03cbaf60393d4d7adeedebb1fc5bebc8566411,G1_C1_FINAL,J05,727.9707697183964,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,3.141592653589793,False
False,edb5ea44b4cacc71bb9a9588c55666d97078f212b200e554f5668d436fcc0560,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_03,6.0254023992456496e-12,True,True,1358.9910901581832,727.9707898709438,EXPECTED_INTERFACE_CONTACT,False,52b881b825feea636f096fc7fb03cbaf60393d4d7adeedebb1fc5bebc8566411,G1_C1_FINAL,J05,727.9707898709378,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,4.71238898038469,False
False,3d6c7f2a3679da04085677e7925ab136efe8b74cd0617643acf24809e885f286,VALID_SINGLE_SOLID,ALIGNED_SAFE,615.7521601035999,,L07_FIXED_J06_00,0.0,True,True,615.7521601035996,0.0,EXPECTED_INTERFACE_CONTACT,False,52b881b825feea636f096fc7fb03cbaf60393d4d7adeedebb1fc5bebc8566411,G1_C1_FINAL,FIXED_J06,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L07,0.0,False
False,fd8ce0eb51467ef088fe5d37b8c2d1bb7dd83c5bad3481b6157573b0980b180f,VALID_MULTI_SOLID,ALIGNED_SAFE,4837.738527487741,,L03_J03_00,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-2.1467549799530254,False
False,034a2b439bf4ad1f82707eb9ad11cf74de9a0319c0abcd0d0417a25bec2b0d34,VALID_MULTI_SOLID,ALIGNED_SAFE,4837.738527194036,,L03_J03_01,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-1.498074274628466,False
False,0986766f8032b976541f11ad435df69f74755547040fbd752040c69e40182b4a,VALID_MULTI_SOLID,ALIGNED_SAFE,4837.738526959649,,L03_J03_02,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-0.849393569303907,False
False,6474691582403cbd7b3d1a8423559d4e097e5ad5d5d6af127f696b18e6278031,VALID_MULTI_SOLID,ALIGNED_SAFE,4870.624000715184,,L03_J03_03,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-0.20071286397934784,False
False,f41fabae5c03866bbd6c6a91349fe4c7f111faaa4107e3b24449c655b4d0d316,VALID_MULTI_SOLID,ALIGNED_SAFE,4837.738527145849,,L03_J03_04,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,0.4479678413452115,False
False,8338ce721966f9458f6c8f9efeabaa34199f386584dfe8df09845a7648de8b90,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,4842.697183378209,,L03_J03_05,1.8456347561368602e-12,True,True,12.556583248437683,7.597560664349078,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,7.597560664347232,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L03,1.0966485466697709,False
False,87e9cd68a565eb0e97a059f21425dd4577a75d22a22d0410ad4a0b64c76cd3b5,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,5040.936246112476,,L03_J03_06,2.2595991566731755e-07,True,True,125.79538851222996,16.471197674615127,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J03,16.47119744865521,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L03,1.7453292519943295,False
False,e263427958d2f8fe74a54dc6ccfaf7fe6bca4e0086a0f9c7a086287a17d5886e,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,210.70750377417568,,L05_FIXED_J04_00,5.329070518200751e-13,True,True,236.78934465481018,26.08184282659924,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,FIXED_J04,26.08184282659977,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L05,0.0,False
False,0c3a82d97b831f1f769f9072b784e4327839c2315ad3900f0fafdbf2eaeeac37,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_00,4.263256414560601e-14,True,True,707.5251538126172,76.50485335668998,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J05,76.50485335669002,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,0.0,False
False,b2038d9ffad14e43924eb9a601e2b1c80bea32dbfb0b52318ae5af5a9bd4fcdd,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_01,5.684341886080802e-14,True,True,707.5251538108547,76.50485335599323,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J05,76.50485335599329,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,1.5707963267948966,False
False,e0f4c050cff9ddb1035d68195e9dd5ad9089b362ba19c921f59241974ea4c253,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_02,4.263256414560601e-14,True,True,707.5251538009993,76.50485338020871,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J05,76.50485338020876,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,3.141592653589793,False
False,edb5ea44b4cacc71bb9a9588c55666d97078f212b200e554f5668d436fcc0560,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_03,5.684341886080802e-14,True,True,707.5251538108548,76.50485335599323,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,J05,76.50485335599329,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,4.71238898038469,False
False,3d6c7f2a3679da04085677e7925ab136efe8b74cd0617643acf24809e885f286,VALID_MULTI_SOLID,ALIGNED_SAFE,615.7521601035999,,L07_FIXED_J06_00,0.0,True,True,615.7521601035997,0.0,EXPECTED_INTERFACE_CONTACT,False,c97f075ee23e65b413e6d9b16bdd7bec946fcec19e7efe40e902aeb5f1deed6f,G2_D0_P0,FIXED_J06,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L07,0.0,False
False,fd8ce0eb51467ef088fe5d37b8c2d1bb7dd83c5bad3481b6157573b0980b180f,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,4837.738527487741,,L03_J03_00,2.318145675417327e-13,True,True,3.505461548790603,3.505461548790602,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,3.50546154879037,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L03,-2.1467549799530254,False
False,034a2b439bf4ad1f82707eb9ad11cf74de9a0319c0abcd0d0417a25bec2b0d34,VALID_SINGLE_SOLID,ALIGNED_SAFE,4837.738527194036,,L03_J03_01,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-1.498074274628466,False
False,0986766f8032b976541f11ad435df69f74755547040fbd752040c69e40182b4a,VALID_SINGLE_SOLID,ALIGNED_SAFE,4837.738526959649,,L03_J03_02,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-0.849393569303907,False
False,6474691582403cbd7b3d1a8423559d4e097e5ad5d5d6af127f696b18e6278031,VALID_SINGLE_SOLID,ALIGNED_SAFE,4870.624000715184,,L03_J03_03,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,-0.20071286397934784,False
False,f41fabae5c03866bbd6c6a91349fe4c7f111faaa4107e3b24449c655b4d0d316,VALID_SINGLE_SOLID,ALIGNED_SAFE,4837.738527145849,,L03_J03_04,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L03,0.4479678413452115,False
False,8338ce721966f9458f6c8f9efeabaa34199f386584dfe8df09845a7648de8b90,VALID_SINGLE_SOLID,ALIGNED_UNSAFE,4842.697183378209,,L03_J03_05,8.043343768804334e-12,True,False,167.03654660694787,162.07730799671012,ADJACENT_UNINTENDED_COLLISION,True,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,162.07730799671816,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L03,1.0966485466697709,False
False,87e9cd68a565eb0e97a059f21425dd4577a75d22a22d0410ad4a0b64c76cd3b5,VALID_SINGLE_SOLID,ALIGNED_UNSAFE,5040.936246112476,,L03_J03_06,2.0130934785811405e-07,True,False,175.92918860102847,66.60385613508305,ADJACENT_UNINTENDED_COLLISION,True,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J03,66.6038559337737,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L03,1.7453292519943295,False
False,e263427958d2f8fe74a54dc6ccfaf7fe6bca4e0086a0f9c7a086287a17d5886e,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,210.70750377417568,,L05_FIXED_J04_00,1.7053025658242404e-13,True,True,252.89820861397834,42.19070483980398,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,FIXED_J04,42.19070483980415,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L05,0.0,False
False,0c3a82d97b831f1f769f9072b784e4327839c2315ad3900f0fafdbf2eaeeac37,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_00,1.7053025658242404e-13,True,True,912.992422257338,281.9712591752461,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J05,281.97125917524625,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,0.0,False
False,b2038d9ffad14e43924eb9a601e2b1c80bea32dbfb0b52318ae5af5a9bd4fcdd,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_01,1.7053025658242404e-13,True,True,912.992422257338,281.9712591752461,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J05,281.97125917524625,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,1.5707963267948966,False
False,e0f4c050cff9ddb1035d68195e9dd5ad9089b362ba19c921f59241974ea4c253,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_02,1.7053025658242404e-13,True,True,912.992422257338,281.9712591752461,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J05,281.97125917524625,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,3.141592653589793,False
False,edb5ea44b4cacc71bb9a9588c55666d97078f212b200e554f5668d436fcc0560,VALID_SINGLE_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_03,1.7053025658242404e-13,True,True,912.992422257338,281.9712591752461,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,J05,281.97125917524625,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_SINGLE_SOLID,L06,4.71238898038469,False
False,3d6c7f2a3679da04085677e7925ab136efe8b74cd0617643acf24809e885f286,VALID_SINGLE_SOLID,ALIGNED_SAFE,615.7521601035999,,L07_FIXED_J06_00,0.0,True,True,615.7445027658372,0.0,EXPECTED_INTERFACE_CONTACT,False,4ffc23c51fd7858f0b99ea34fa998070d1a67141cb986db51918cefb2308beaf,G3_D0_P3,FIXED_J06,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_SINGLE_SOLID,L07,0.0,False
False,fd8ce0eb51467ef088fe5d37b8c2d1bb7dd83c5bad3481b6157573b0980b180f,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,4837.738527487741,,L03_J03_00,1.333599897179738e-12,True,True,2.1887504493068213,2.18875044930681,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,2.1887504493054766,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L03,-2.1467549799530254,True
False,034a2b439bf4ad1f82707eb9ad11cf74de9a0319c0abcd0d0417a25bec2b0d34,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,4837.738527194036,,L03_J03_01,2.2409651023735933e-08,True,True,31.114980398561507,31.114980398561357,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,31.11498042097101,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L03,-1.498074274628466,True
False,0986766f8032b976541f11ad435df69f74755547040fbd752040c69e40182b4a,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,4837.738526959649,,L03_J03_02,2.3590018827235326e-12,True,True,85.70387950085059,85.7038794893536,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,85.70387948935124,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L03,-0.849393569303907,True
False,6474691582403cbd7b3d1a8423559d4e097e5ad5d5d6af127f696b18e6278031,VALID_MULTI_SOLID,ALIGNED_SAFE,4870.624000715184,,L03_J03_03,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_MULTI_SOLID,L03,-0.20071286397934784,True
False,f41fabae5c03866bbd6c6a91349fe4c7f111faaa4107e3b24449c655b4d0d316,VALID_MULTI_SOLID,ALIGNED_SAFE,4837.738527145849,,L03_J03_04,0.0,True,False,0.0,0.0,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,0.0,VOLUMETRIC_MUTABLE_GEOMETRY,False,VALID_MULTI_SOLID,L03,0.4479678413452115,True
False,8338ce721966f9458f6c8f9efeabaa34199f386584dfe8df09845a7648de8b90,VALID_MULTI_SOLID,ALIGNED_UNSAFE,4842.697183378209,,L03_J03_05,1.1937117960769683e-10,True,False,172.0991290470804,167.1401034556292,ADJACENT_UNINTENDED_COLLISION,True,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,167.14010345574857,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L03,1.0966485466697709,True
False,87e9cd68a565eb0e97a059f21425dd4577a75d22a22d0410ad4a0b64c76cd3b5,VALID_MULTI_SOLID,ALIGNED_UNSAFE,5040.936246112476,,L03_J03_06,4.082297380136879e-07,True,False,208.3815276829938,99.0544411557907,ADJACENT_UNINTENDED_COLLISION,True,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J03,99.05444074756096,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L03,1.7453292519943295,True
False,e263427958d2f8fe74a54dc6ccfaf7fe6bca4e0086a0f9c7a086287a17d5886e,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,210.70750377417568,,L05_FIXED_J04_00,2.4158453015843406e-13,True,True,252.94840791658018,42.24090413029254,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,FIXED_J04,42.2409041302923,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L05,0.0,True
False,0c3a82d97b831f1f769f9072b784e4327839c2315ad3900f0fafdbf2eaeeac37,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_00,2.5011104298755527e-12,True,True,1200.1881117584646,569.1678113584182,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J05,569.1678113584207,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L06,0.0,True
False,b2038d9ffad14e43924eb9a601e2b1c80bea32dbfb0b52318ae5af5a9bd4fcdd,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_01,2.3874235921539366e-12,True,True,1200.1881117584649,569.1678113584184,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J05,569.1678113584207,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L06,1.5707963267948966,True
False,e0f4c050cff9ddb1035d68195e9dd5ad9089b362ba19c921f59241974ea4c253,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_02,2.3874235921539366e-12,True,True,1200.1881117584649,569.1678113584182,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J05,569.1678113584206,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L06,3.141592653589793,True
False,edb5ea44b4cacc71bb9a9588c55666d97078f212b200e554f5668d436fcc0560,VALID_MULTI_SOLID,KFDE_FALSE_POSITIVE_SUSPECT,631.0203004000464,,L06_J05_03,2.5011104298755527e-12,True,True,1200.1881117584646,569.1678113584182,EXPECTED_INTERFACE_CONTACT,False,7edae1b431ce2aabd003092583568732d2db4594d55b0ac796da1bc71ede999b,G4_C0_DIRECT,J05,569.1678113584207,VOLUMETRIC_MUTABLE_GEOMETRY,True,VALID_MULTI_SOLID,L06,4.71238898038469,True
