mesh_path,mesh_faces,mesh_vertices,mesh_area,mesh_bbox_diagonal,mesh_watertight,mesh_body_count,normal_entropy,dihedral_q90_deg,sharp_edge_rate_15deg,sharp_edge_rate_30deg,error
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\abb_irb1600_support\meshes\irb1600_6_12\visual\link_2.stl,1567.0,869.0,0.32416203030482416,0.68681600024509,False,1.0,0.6514758691394257,90.0,0.38322211630123926,0.3508102955195424,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\base_link.stl,1472.0,736.0,0.8484270270794747,0.835903972138574,False,1.0,0.595396325787114,90.0,0.39954545454545454,0.35863636363636364,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\link_1.stl,6345.0,3340.0,1.016421901211671,0.8598935630365937,False,1.0,0.7929068749623989,90.0,0.3458938268868447,0.31996010196165353,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\link_3.stl,,,,,,,,,,,ModuleNotFoundError: No module named 'networkx'
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\link_4.stl,2916.0,1622.0,0.15311999368145515,0.3800876423680601,False,1.0,0.7987187466543558,60.00028351039208,0.2655163533350502,0.14808138037599794,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\link_5.stl,1096.0,624.0,0.02789666490378103,0.1276724498355808,False,1.0,0.6988195917150255,95.28624689615671,0.33379310344827584,0.33379310344827584,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600\visual\link_6.stl,1260.0,726.0,0.00878870562879998,0.09603675123795335,False,1.0,0.7067515945297712,90.23123043079451,0.33160285528877353,0.3303049967553537,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600_6_12\visual\link_2.stl,1567.0,869.0,0.32416203030482416,0.68681600024509,False,1.0,0.6514758691394257,90.0,0.38322211630123926,0.3508102955195424,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb1600_support\meshes\irb1600_8_145\visual\link_2.stl,5846.0,2925.0,0.4210175615989835,0.8878999955588374,True,1.0,0.5821072828998111,90.0,0.2979815258296271,0.28463906944919604,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\base_link.dae,2629.0,1392.0,4201.60293861352,62.53431305576176,False,3.0,0.6478777821781888,90.30787460486098,0.4226050639519708,0.30801357347950925,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_1.dae,,,,,,,,,,,ModuleNotFoundError: No module named 'networkx'
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_2.dae,30004.0,75940.0,6489.896513891912,70.8549360454347,False,22626.0,0.8840349053835378,0.29247235400516197,0.04037081339712919,0.03289473684210526,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_3.dae,,,,,,,,,,,ModuleNotFoundError: No module named 'networkx'
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_4.dae,6760.0,14834.0,2024.2958145386128,30.26257056737892,False,3994.0,0.8788063493592768,0.14641243512026378,0.02243829468960359,0.01944652206432311,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_5.dae,14022.0,29674.0,842.0206594238601,18.159725444800223,False,7694.0,0.8843290370918433,0.10306647897804937,0.010557571758495546,0.00791817881887166,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\kuka\kuka_kr210_support\meshes\visual\link_6.dae,11712.0,21534.0,509.5348978843429,11.109315678569889,False,5038.0,0.5881819834368557,0.02852587765726318,0.004708652148322542,0.004708652148322542,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\base_link.stl,61484.0,30732.0,0.9373761097280162,0.8799054707762551,True,1.0,0.789346431424297,13.58176060831666,0.09805260989308871,0.0921323704812092,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_1.stl,31080.0,15541.0,1.0886680055193194,0.7968958379801216,False,4.0,0.829923980209573,90.0,0.28250139490965276,0.2742821580325336,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_2.stl,13450.0,6739.0,0.5109884608518379,0.9049783744286184,True,7.0,0.7643586278387243,88.38136640670697,0.3226270136307311,0.318364312267658,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_3.stl,38272.0,19171.0,0.6443236896924717,0.6607888143542261,False,17.0,0.8898140639630172,89.91607013744489,0.20341079329686793,0.19853325436365538,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_4.stl,108467.0,54258.0,0.37175166221118705,0.6258703359081957,False,3.0,0.8836069086696985,9.818447741694463,0.05281828689472001,0.03907114575904385,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_5.stl,14880.0,7442.0,0.04019538867462541,0.16717448279943678,True,3.0,0.6528476433537871,10.022359784465849,0.0857078853046595,0.07983870967741935,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb2600_support\meshes\irb2600_12_165\visual\link_6.stl,4410.0,2193.0,0.012424681628138517,0.0953476860950645,True,1.0,0.7608847658020752,90.0,0.18805744520030235,0.17928949357520785,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\base_link.stl,692.0,340.0,1.4100960998521914,1.143102758953359,True,1.0,0.6440704291865067,90.0,0.40655105973025046,0.3969171483622351,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_1.stl,3528.0,1776.0,3.531444328160142,1.533818467344339,True,6.0,0.754234949054459,90.0,0.3732048374905518,0.33314436885865456,
D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4400_support\meshes\irb4400l_30_243\visual\link_2.stl,1150.0,573.0,1.1485139027263394,1.1843648024076576,True,1.0,0.52936239573083,90.0,0.34840579710144925,0.34492753623188405,
