entity_id,dataset_id,graph_valid,joint_types,manufacturer,max_chain_depth,metadata_matched,n_actuated_joints,n_collision_mesh_refs,n_graph_roots,n_joints,n_links,n_links_with_mesh_visual,n_links_with_visual,n_primitive_visuals,n_resolved_visual_mesh_refs,n_visual_mesh_refs,name,nonfixed_visual_coverage,parse_error,parse_ok,qc_grade,relative_path,resolution_methods,resolved_visual_meshes,robot_xml_name,source,source_link,type,urdf_path,variant,visual_mesh_resolution_rate,xacro_generated,grade_rank,original_rank,native_rank,n_available_records,available_sources,eligible_entity,manual_exclusion_reason,loaded_meshes,failed_meshes,mesh_load_errors,feature_ok,total_faces,total_vertices,total_surface_area,watertight_mesh_fraction,total_mesh_bodies,normal_entropy,dihedral_q90_deg,sharp_edge_rate_15deg,sharp_edge_rate_30deg,preliminary_complexity_score,complexity_stratum,blind_id,audit_order
arm-787fc29345,132,True,"{""continuous"": 1, ""fixed"": 4, ""prismatic"": 2, ""revolute"": 6}",Trossen Robotics,10.0,True,9.0,11.0,1.0,13.0,14.0,11.0,11.0,0.0,11.0,11.0,WidowX-250s,1.0,,True,A,robotics-toolbox\xacro_generated\interbotix_descriptions\urdf\wx250s.urdf,"{""ancestor_suffix"": 11}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-1-Base.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-10-Finger.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-2-Shoulder.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-3-UA.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-4-UF.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-5-LF.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-6-Wrist.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-7-Gripper.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-8-Gripper-Prop.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_wx250s\\WXSA-250-M-9-Gripper-Bar.stl""]",wx250s,robotics-toolbox,https://github.com/petercorke/robotics-toolbox-python/tree/07ad1259338d6dfd41af6e5e50973e315284a912/rtb-data/rtbdata/xacro/interbotix_descriptions,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\robotics-toolbox\xacro_generated\interbotix_descriptions\urdf\wx250s.urdf,original,1.0,True,2,1,0,1,"[""robotics-toolbox""]",True,,10.0,0.0,[],True,10866.0,5525.0,269757.64495045814,0.8,27.0,0.6035211801532341,74.71079669040172,0.3055918192731293,0.2670294322879996,-0.3121727725218746,medium,G1-46205D,12
arm-3cd0743b5b,129,True,"{""continuous"": 1, ""fixed"": 4, ""prismatic"": 2, ""revolute"": 6}",Trossen Robotics,10.0,True,9.0,11.0,1.0,13.0,14.0,11.0,11.0,0.0,11.0,11.0,ViperX-300s,1.0,,True,A,robotics-toolbox\xacro_generated\interbotix_descriptions\urdf\vx300s.urdf,"{""ancestor_suffix"": 11}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-1-Base.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-10-Finger.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-2-Shoulder.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-3-UA.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-4-UF.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-5-LF.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-6-Wrist.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-7-Gripper.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-8-Gripper-Prop.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\xacro_generated\\interbotix_descriptions\\meshes\\meshes_vx300s\\VXSA-300-M-9-Gripper-Bar.stl""]",vx300s,robotics-toolbox,https://github.com/petercorke/robotics-toolbox-python/tree/07ad1259338d6dfd41af6e5e50973e315284a912/rtb-data/rtbdata/xacro/interbotix_descriptions,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\robotics-toolbox\xacro_generated\interbotix_descriptions\urdf\vx300s.urdf,original,1.0,True,2,1,0,1,"[""robotics-toolbox""]",True,,10.0,0.0,[],True,27784.0,13882.0,449568.9642989405,0.5,35.0,0.5921848662351895,70.86970803909469,0.3207688495661705,0.2715122044098992,-0.3550472303026371,low,G1-4AF07B,13
arm-acd806343f,50,True,"{""fixed"": 4, ""revolute"": 6}",Universal Robots,9.0,True,6.0,7.0,1.0,10.0,11.0,7.0,7.0,0.0,7.0,7.0,UR10e,1.0,,True,A,matlab\ur_e_description\urdf\universalUR10e.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\base.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\forearm.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\shoulder.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\upperarm.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\wrist1.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\wrist2.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\ur_e_description\\meshes\\ur10e\\visual\\wrist3.dae""]",ur10e_robot,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\ur_e_description\urdf\universalUR10e.urdf,original,1.0,False,2,1,1,2,"[""matlab"", ""ros-industrial""]",True,,7.0,0.0,[],True,129621.0,360898.0,973107.0130194396,0.0,115417.0,0.8608243221608005,2.366457606569541,0.0135385582499552,0.0095764646151613,-0.3585973799809088,low,G1-5541AC,14
arm-e8a782b5bc,31,True,"{""revolute"": 6}",Yaskawa Motoman,6.0,True,6.0,7.0,1.0,6.0,7.0,7.0,7.0,0.0,7.0,7.0,Motoman MH5,1.0,,True,A,matlab\motoman_mh5_support\urdf\yaskawaMotomanMH5.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_BASE_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_B_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_L_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_R_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_S_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_T_AXIS.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\motoman_mh5_support\\meshes\\mh5\\visual\\MH5_U_AXIS.stl""]",motoman_mh5,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\motoman_mh5_support\urdf\yaskawaMotomanMH5.urdf,original,1.0,False,2,1,1,2,"[""matlab"", ""ros-industrial""]",True,,7.0,0.0,[],True,184911.0,92617.0,0.9696666612359214,0.1428571428571428,13.0,0.7511540343272134,23.45922371546914,0.0795044345549701,0.0711353114965918,-0.5247251853159247,low,G1-641D8F,15
arm-ab15a75247,113,True,"{""revolute"": 4}",Lynxmotion,4.0,True,4.0,0.0,1.0,4.0,5.0,5.0,5.0,0.0,5.0,5.0,AL5D,1.0,,True,A,robotics-toolbox\al5d_description\urdf\al5d_robot.urdf,"{""ancestor_suffix"": 5}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\al5d_description\\meshes\\base.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\al5d_description\\meshes\\link1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\al5d_description\\meshes\\link2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\al5d_description\\meshes\\link3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\robotics-toolbox\\al5d_description\\meshes\\link4.stl""]",AL5D,robotics-toolbox,https://github.com/petercorke/robotics-toolbox-python/tree/07ad1259338d6dfd41af6e5e50973e315284a912/rtb-data/rtbdata/xacro/al5d_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\robotics-toolbox\al5d_description\urdf\al5d_robot.urdf,original,1.0,False,2,1,1,1,"[""robotics-toolbox""]",True,,5.0,0.0,[],True,58952.0,28995.0,205537.70933625117,0.8,21.0,0.6452776075511396,84.29964074589344,0.3596064744892598,0.2226738847181854,0.0338272013528308,medium,G1-6A827F,16
arm-44d423d29d,168,True,"{""fixed"": 3, ""revolute"": 6}",ABB,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,IRB 4600-60/2.05,1.0,,True,A,ros-industrial\xacro_generated\abb\abb_irb4600_support\urdf\irb4600_60_205.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600\\visual\\base_link.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600\\visual\\link_1.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600_60_205\\visual\\link_2.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600_60_205\\visual\\link_3.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600_60_205\\visual\\link_4.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600_60_205\\visual\\link_5.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\abb\\abb_irb4600_support\\meshes\\irb4600_60_205\\visual\\link_6.dae""]",abb_irb4600_60_205,ros-industrial,https://github.com/ros-industrial/abb_experimental/tree/97cdd97b5d7882d349d8b2674eb74c110a78cccb/abb_irb4600_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\abb\abb_irb4600_support\urdf\irb4600_60_205.urdf,original,1.0,True,2,1,0,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,60195.0,30092.0,4.930593017812122,0.0,9.0,0.8385139594903896,89.03540348238685,0.3977568373614084,0.327850376759104,0.93121736443452,high,G1-82105F,17
arm-42e898b1a2,30,True,"{""revolute"": 6}",Mecademic Robotics,6.0,True,6.0,7.0,1.0,6.0,7.0,7.0,7.0,0.0,7.0,7.0,Meca500-R3,1.0,,True,A,matlab\mecademic_description\urdf\meca500r3.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_base.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j1.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j2.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j3.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j4.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j5.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\matlab\\mecademic_description\\meshes\\meca_500_r3_j6.dae""]",meca_500_r3,matlab,https://se.mathworks.com/matlabcentral/fileexchange/98714-robotics-system-toolbox-robot-library-data,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\matlab\mecademic_description\urdf\meca500r3.urdf,original,1.0,False,2,1,1,1,"[""matlab""]",True,,2.0,5.0,"[""meca_500_r3_base.dae: ModuleNotFoundError: No module named 'networkx'"", ""meca_500_r3_j2.dae: ModuleNotFoundError: No module named 'networkx'"", ""meca_500_r3_j3.dae: ModuleNotFoundError: No module named 'networkx'"", ""meca_500_r3_j4.dae: ModuleNotFoundError: No module named 'networkx'"", ""meca_500_r3_j5.dae: ModuleNotFoundError: No module named 'networkx'""]",True,10352.0,5041.0,0.0399619020762508,0.5,2.0,0.7697727662105932,89.67367166012455,0.3398315209331479,0.2381940063555065,0.5394971434955949,high,G1-88720F,18
arm-5547a74654,236,True,"{""fixed"": 3, ""revolute"": 6}",Staubli,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,TX-60L,1.0,,True,A,ros-industrial\xacro_generated\staubli\staubli_tx60_support\urdf\tx60l.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60\\visual\\link_6.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60l\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\staubli\\staubli_tx60_support\\meshes\\tx60l\\visual\\link_4.stl""]",staubli_tx60l,ros-industrial,https://github.com/ros-industrial/staubli_experimental/tree/256a71acea2161b64e12af1a6b925a7f26695007/staubli_tx60_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\staubli\staubli_tx60_support\urdf\tx60l.urdf,original,1.0,True,2,1,0,1,"[""ros-industrial""]",True,,7.0,0.0,[],True,34874.0,17448.0,1.0533059582103437,0.4285714285714285,12.0,0.7945724934843955,74.90492257555051,0.316531885205348,0.2157645164144806,0.4897804291186167,high,G1-890FEE,19
arm-79c861f26a,221,True,"{""fixed"": 3, ""revolute"": 6}",KUKA,8.0,True,6.0,7.0,1.0,9.0,10.0,7.0,7.0,0.0,7.0,7.0,KR 150 R3100-2,1.0,,True,A,ros-industrial\xacro_generated\kuka\kuka_kr150_support\urdf\kr150r3100_2.urdf,"{""ancestor_suffix"": 7}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_4.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\kuka\\kuka_kr150_support\\meshes\\kr150r3100_2\\visual\\link_6.stl""]",kuka_kr150r3100_2,ros-industrial,https://github.com/ros-industrial/kuka_experimental/tree/e906e76700cec944c3f04728157f487b771cf399/kuka_kr150_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\kuka\kuka_kr150_support\urdf\kr150r3100_2.urdf,original,1.0,True,2,1,0,1,"[""ros-industrial""]",True,,6.0,1.0,"[""link_1.stl: ModuleNotFoundError: No module named 'networkx'""]",True,38891.0,18540.0,6.896196866208607,0.3333333333333333,41.0,0.8761147769294584,89.28452891828455,0.4568782155525409,0.3224651990675348,1.2046709345482842,high,G1-89386A,20
arm-43fa322555,64,True,"{""fixed"": 9, ""revolute"": 7}",Franka Emika,8.0,True,7.0,8.0,1.0,16.0,17.0,8.0,8.0,0.0,8.0,8.0,FR3,1.0,,True,A,oems\xacro_generated\franka_emika\franka_description\robots\fr3\fr3.urdf,"{""ancestor_suffix"": 8}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link0.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link1.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link2.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link3.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link4.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link5.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link6.dae"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\oems\\xacro_generated\\franka_emika\\franka_description\\meshes\\visual\\link7.dae""]",fr3,oems,https://github.com/frankaemika/franka_ros/tree/a58d3052a241304392847df6464234c83d728a38/franka_description,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\oems\xacro_generated\franka_emika\franka_description\robots\fr3\fr3.urdf,original,1.0,True,2,1,0,1,"[""oems""]",True,,8.0,0.0,[],True,126586.0,140188.0,0.8485758999601278,0.25,29434.0,0.8835853293468853,19.88297101353049,0.0810088912493288,0.0552797999025903,-0.0071725586172205,medium,G1-9D2E6B,21
arm-de1be0b74e,184,True,"{""fixed"": 3, ""revolute"": 5}",Fanuc,7.0,True,5.0,6.0,1.0,8.0,9.0,6.0,6.0,0.0,6.0,6.0,LR Mate 200iC/5F,1.0,,True,A,ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5f.urdf,"{""ancestor_suffix"": 6}","[""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic5h\\visual\\link_3.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\base_link.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_1.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_2.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_5.stl"", ""D:\\CADtest\\papertest\\go_nogo1\\sources\\urdf_files_dataset\\urdf_files\\ros-industrial\\xacro_generated\\fanuc\\fanuc_lrmate200ic_support\\meshes\\lrmate200ic\\visual\\link_6.stl""]",fanuc_lrmate200ic5f,ros-industrial,https://github.com/ros-industrial/fanuc/tree/74d7d441311590d3950b03da9a1a86409332c2e8/fanuc_lrmate200ic_support,robotic arm,D:\CADtest\papertest\go_nogo1\sources\urdf_files_dataset\urdf_files\ros-industrial\xacro_generated\fanuc\fanuc_lrmate200ic_support\urdf\lrmate200ic5f.urdf,original,1.0,True,2,1,0,1,"[""ros-industrial""]",True,,6.0,0.0,[],True,13046.0,6542.0,0.9607944539017428,0.3333333333333333,6.0,0.709944754759579,9.32508825883944,0.0343466757094488,0.0139838274563662,-0.8827927662176868,low,G1-A3A08D,22
