case_id,version,joint_id,gt_joint_name,sampled_gt,sampled_pred,local_chamfer,local_hd95,parent_surface_distance,child_surface_distance,interface_gap,disconnected
dev_arm-551a9c392e,V0,J12,right_arm_itb,149,520,0.0005662811408585797,0.052083515636866536,0.01537748773254873,0.06288995293515623,0.07826744066770495,0
dev_arm-551a9c392e,V0,J13,right_j5,170,458,0.000713470143388523,0.05015382104662457,0.012168450583436187,0.021227845698638764,0.03339629628207495,0
dev_arm-551a9c392e,V0,J14,right_hand_camera,150,387,0.0007281331239233164,0.05018513494251846,0.043752781958630166,0.012211865363045832,0.055964647321676,0
dev_arm-551a9c392e,V0,J15,right_wrist,153,420,0.0008599014451681169,0.058613949694796275,0.024596962445929214,0.016613063183424884,0.041210025629354094,0
dev_arm-551a9c392e,V0,J16,right_j6,128,262,0.001132861255750137,0.07285911163694088,0.07195287451688537,0.08773895448543668,0.15969182900232204,1
dev_arm-551a9c392e,V0,J17,right_hand,126,193,0.0012215837216150733,0.07412742901163673,0.09196638923048235,0.05925936995296429,0.15122575918344663,1
dev_arm-551a9c392e,V0,J18,display_joint,242,0,,,0.331039974717361,0.3255966746337702,0.6566366493511312,1
dev_arm-551a9c392e,V0,J19,head_camera,138,0,,,0.36028345728678035,0.3712968760510561,0.7315803333378365,1
dev_arm-551a9c392e,V1,J0,controller_box_fixed,343,53,0.0035651665129653185,0.12726147716212033,0.2673661740739384,0.29842249796887477,0.5657886720428131,1
dev_arm-551a9c392e,V1,J1,pedestal_feet_fixed,343,53,0.0035651665129653185,0.12726147716212033,0.2693671669254975,0.29860580799066416,0.5679729749161617,1
dev_arm-551a9c392e,V1,J2,torso_t0,343,53,0.0035651665129653185,0.12726147716212033,0.2688449780461607,0.29898172019620417,0.5678266982423649,1
dev_arm-551a9c392e,V1,J3,pedestal_fixed,343,53,0.0035651665129653185,0.12726147716212033,0.26924573008016656,0.2986032068932968,0.5678489369734634,1
dev_arm-551a9c392e,V1,J4,right_arm_mount,343,53,0.0035651665129653185,0.12726147716212033,0.2687054923042661,0.2862014660151066,0.5549069583193726,1
dev_arm-551a9c392e,V1,J5,right_j0,348,14,0.004582509241078791,0.14180921096037147,0.3197411991489091,0.2152580826252879,0.534999281774197,1
dev_arm-551a9c392e,V1,J6,head_pan,309,0,,,0.31531285094389977,0.27358119888209603,0.5888940498259958,1
dev_arm-551a9c392e,V1,J7,right_torso_itb,291,0,,,0.2739678796565774,0.3343826879566411,0.6083505676132185,1
dev_arm-551a9c392e,V1,J8,right_j1,378,0,,,0.3177477995388367,0.22758986399701425,0.5453376635358509,1
dev_arm-551a9c392e,V1,J9,right_j2,207,0,,,0.24398967849497924,0.11439272798745807,0.3583824064824373,1
dev_arm-551a9c392e,V1,J10,right_j3,177,147,0.0016713636528145456,0.080168518981772,0.1361084506616659,0.08825125297507679,0.22435970363674268,1
dev_arm-551a9c392e,V1,J11,right_j4,170,354,0.000872217226220892,0.05873490643160121,0.09060081089536695,0.0062664572993561185,0.09686726819472306,1
dev_arm-551a9c392e,V1,J12,right_arm_itb,149,357,0.0003990942800664299,0.03970081840799632,0.010277454177828268,0.07110066677171445,0.08137812094954272,0
dev_arm-551a9c392e,V1,J13,right_j5,170,552,0.0004083927137937817,0.042571325950245424,0.011228787370281943,0.011869089202994895,0.02309787657327684,0
dev_arm-551a9c392e,V1,J14,right_hand_camera,150,524,0.00046990453237920864,0.04640727669486969,0.030978746887802004,0.02060743473573349,0.051586181623535496,0
