case_id,status,link_count,crop_records,packet_path,contact_sheet,gt_geometry_used,semantic_observation_source,input_tokens,output_tokens,total_tokens
dev_arm-ab15a75247,FAILURE,0,0,,,False,glm-5.3-flash,0,0,0
