case_id,link_id,view,crop_kind,crop_path,bbox_px,localization_method,gt_geometry_used
dev_arm-dcc2b0ce1e,L2,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\front_link_crop.png,"[48, 92, 160, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L2,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\front_proximal_joint_crop.png,"[39, 92, 139, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L2,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\front_distal_joint_crop.png,"[69, 92, 169, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L2,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\isometric_link_crop.png,"[57, 0, 162, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L2,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\isometric_proximal_joint_crop.png,"[46, 0, 146, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L2,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L2\isometric_distal_joint_crop.png,"[73, 0, 173, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\front_link_crop.png,"[78, 92, 190, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\front_proximal_joint_crop.png,"[69, 92, 169, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\front_distal_joint_crop.png,"[99, 92, 199, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\isometric_link_crop.png,"[84, 4, 189, 326]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\isometric_proximal_joint_crop.png,"[73, 0, 173, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L3,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L3\isometric_distal_joint_crop.png,"[99, 19, 199, 341]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\front_link_crop.png,"[108, 92, 220, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\front_proximal_joint_crop.png,"[99, 92, 199, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\front_distal_joint_crop.png,"[129, 92, 229, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\isometric_link_crop.png,"[111, 33, 216, 355]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\isometric_proximal_joint_crop.png,"[99, 19, 199, 341]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L4,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L4\isometric_distal_joint_crop.png,"[126, 47, 226, 369]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\front_link_crop.png,"[139, 92, 251, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\front_proximal_joint_crop.png,"[129, 92, 229, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\front_distal_joint_crop.png,"[160, 92, 260, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\isometric_link_crop.png,"[138, 59, 243, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\isometric_proximal_joint_crop.png,"[126, 47, 226, 369]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L5,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L5\isometric_distal_joint_crop.png,"[153, 59, 253, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\front_link_crop.png,"[169, 92, 281, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\front_proximal_joint_crop.png,"[160, 92, 260, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\front_distal_joint_crop.png,"[190, 92, 290, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\isometric_link_crop.png,"[164, 59, 269, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\isometric_proximal_joint_crop.png,"[153, 59, 253, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L6,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L6\isometric_distal_joint_crop.png,"[180, 59, 280, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\front_link_crop.png,"[199, 92, 311, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\front_proximal_joint_crop.png,"[190, 92, 290, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\front_distal_joint_crop.png,"[220, 92, 320, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\isometric_link_crop.png,"[191, 59, 296, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\isometric_proximal_joint_crop.png,"[180, 59, 280, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L7,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L7\isometric_distal_joint_crop.png,"[207, 59, 307, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\front_link_crop.png,"[229, 92, 341, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\front_proximal_joint_crop.png,"[220, 92, 320, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\front_distal_joint_crop.png,"[250, 92, 350, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\isometric_link_crop.png,"[218, 59, 323, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\isometric_proximal_joint_crop.png,"[207, 59, 307, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L8,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L8\isometric_distal_joint_crop.png,"[233, 59, 333, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\front_link_crop.png,"[248, 92, 360, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\front_proximal_joint_crop.png,"[250, 92, 350, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\front_distal_joint_crop.png,"[260, 92, 360, 302]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\isometric_link_crop.png,"[245, 59, 350, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\isometric_proximal_joint_crop.png,"[233, 59, 333, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-dcc2b0ce1e,L9,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-dcc2b0ce1e\crops\L9\isometric_distal_joint_crop.png,"[255, 59, 355, 381]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\front_link_crop.png,"[0, 44, 112, 338]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\front_proximal_joint_crop.png,"[0, 44, 100, 338]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\front_distal_joint_crop.png,"[0, 45, 100, 339]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\isometric_link_crop.png,"[104, 0, 204, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\isometric_proximal_joint_crop.png,"[104, 0, 204, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L0,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L0\isometric_distal_joint_crop.png,"[106, 0, 206, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\front_link_crop.png,"[0, 45, 112, 339]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\front_proximal_joint_crop.png,"[0, 45, 100, 339]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\front_distal_joint_crop.png,"[14, 46, 114, 340]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\isometric_link_crop.png,"[107, 0, 207, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\isometric_proximal_joint_crop.png,"[106, 0, 206, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L1,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L1\isometric_distal_joint_crop.png,"[109, 0, 209, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\front_link_crop.png,"[17, 46, 129, 340]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\front_proximal_joint_crop.png,"[14, 46, 114, 340]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\front_distal_joint_crop.png,"[32, 47, 132, 341]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\isometric_link_crop.png,"[110, 0, 210, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\isometric_proximal_joint_crop.png,"[109, 0, 209, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L2,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L2\isometric_distal_joint_crop.png,"[112, 0, 212, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\front_link_crop.png,"[35, 48, 147, 342]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\front_proximal_joint_crop.png,"[32, 47, 132, 341]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\front_distal_joint_crop.png,"[50, 48, 150, 342]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\isometric_link_crop.png,"[113, 0, 213, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\isometric_proximal_joint_crop.png,"[112, 0, 212, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L3,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L3\isometric_distal_joint_crop.png,"[115, 0, 215, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\front_link_crop.png,"[53, 49, 165, 343]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\front_proximal_joint_crop.png,"[50, 48, 150, 342]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\front_distal_joint_crop.png,"[68, 49, 168, 343]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\isometric_link_crop.png,"[116, 0, 216, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\isometric_proximal_joint_crop.png,"[115, 0, 215, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L4,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L4\isometric_distal_joint_crop.png,"[118, 0, 218, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\front_link_crop.png,"[70, 50, 182, 344]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\front_proximal_joint_crop.png,"[68, 49, 168, 343]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\front_distal_joint_crop.png,"[85, 50, 185, 344]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\isometric_link_crop.png,"[120, 0, 220, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\isometric_proximal_joint_crop.png,"[118, 0, 218, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L5,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L5\isometric_distal_joint_crop.png,"[121, 0, 221, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\front_link_crop.png,"[88, 51, 200, 345]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\front_proximal_joint_crop.png,"[85, 50, 185, 344]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\front_distal_joint_crop.png,"[103, 51, 203, 345]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\isometric_link_crop.png,"[123, 0, 223, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\isometric_proximal_joint_crop.png,"[121, 0, 221, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L6,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L6\isometric_distal_joint_crop.png,"[124, 0, 224, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\front_link_crop.png,"[106, 52, 218, 346]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\front_proximal_joint_crop.png,"[103, 51, 203, 345]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\front_distal_joint_crop.png,"[121, 52, 221, 346]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\isometric_link_crop.png,"[126, 1, 226, 323]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\isometric_proximal_joint_crop.png,"[124, 0, 224, 322]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L7,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L7\isometric_distal_joint_crop.png,"[127, 11, 227, 333]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,front,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\front_link_crop.png,"[124, 53, 236, 347]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,front,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\front_proximal_joint_crop.png,"[121, 52, 221, 346]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,front,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\front_distal_joint_crop.png,"[139, 53, 239, 347]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,isometric,link,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\isometric_link_crop.png,"[129, 21, 229, 343]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,isometric,proximal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\isometric_proximal_joint_crop.png,"[127, 11, 227, 333]",silhouette_bbox_plus_urdf_link_order,False
dev_arm-43fa322555,L8,isometric,distal,D:\CADtest\papertest\experiments\try3_freecad_full_workflow\runs\visual_agent\deterministic\dev_arm-43fa322555\crops\L8\isometric_distal_joint_crop.png,"[130, 31, 230, 353]",silhouette_bbox_plus_urdf_link_order,False
