entity_id,manufacturer,name,source,is_audit30,ratio,feature_ok,failures,n_meshes,n_failed,faces,normal_spectral_entropy,curvature_entropy,dihedral_q90_deg,sharp_rate_30deg,complexity_score
arm-402d7168a6,ABB,IRB 1200-7/0.7,ros-industrial,False,1.0,True,[],7,0,78918,0.964105685726643,0.4356832189005501,60.45651438277347,0.1317277426717762,0.3826571464787956
arm-402d7168a6,ABB,IRB 1200-7/0.7,ros-industrial,False,0.5,True,[],7,0,39455,0.9620589692266074,0.5879980388159103,78.48335426046417,0.2442320094023398,0.8300649404234042
arm-402d7168a6,ABB,IRB 1200-7/0.7,ros-industrial,False,0.25,True,[],7,0,19724,0.9619577390599725,0.668798436907898,82.56000057227392,0.32323221051109996,1.0788556867867882
arm-936a2bbc83,ABB,IRB 120T,matlab,False,1.0,True,[],7,0,39982,0.863978997935319,0.4996214738180753,86.39278437622696,0.2200306442057868,0.08708294943386229
arm-936a2bbc83,ABB,IRB 120T,matlab,False,0.5,True,[],7,0,19988,0.8640968013949288,0.6171293587575163,89.44735159416805,0.3168705720307358,0.4036960973341056
arm-936a2bbc83,ABB,IRB 120T,matlab,False,0.25,True,[],7,0,9991,0.8632202749778743,0.734646049232877,93.27695329146333,0.4114003536853479,0.7138146503930854
arm-30008f0a9e,ABB,IRB 120T-3/0.6,ros-industrial,False,1.0,True,[],7,0,39982,0.863978997935319,0.4996214738180753,86.39278437622696,0.2200306442057868,0.08708294943386229
arm-30008f0a9e,ABB,IRB 120T-3/0.6,ros-industrial,False,0.5,True,[],7,0,19988,0.8640968013949288,0.6171293587575163,89.44735159416805,0.3168705720307358,0.4036960973341056
arm-30008f0a9e,ABB,IRB 120T-3/0.6,ros-industrial,False,0.25,True,[],7,0,9991,0.8632202749778743,0.734646049232877,93.27695329146333,0.4114003536853479,0.7138146503930854
arm-d8cf128269,ABB,IRB 140,robotics-toolbox,True,1.0,True,[],7,0,19652,0.9436230743586509,0.5108654004999499,89.27485860647053,0.3380910534637693,0.8460851689574942
arm-d8cf128269,ABB,IRB 140,robotics-toolbox,True,0.5,True,[],7,0,9824,0.9422857061042833,0.6703443824401425,89.69936441857826,0.4267579830323877,1.1710475366103348
arm-d8cf128269,ABB,IRB 140,robotics-toolbox,True,0.25,True,[],7,0,4907,0.9378569856974039,0.7500967768562361,91.57161557567346,0.45716216249388547,1.2930929321516897
arm-f86e598566,ABB,IRB 140T,robotics-toolbox,False,1.0,True,[],7,0,19652,0.9436230743586509,0.5108654004999499,89.27485860647053,0.3380910534637693,0.8460851689574942
arm-f86e598566,ABB,IRB 140T,robotics-toolbox,False,0.5,True,[],7,0,9824,0.9422857061042833,0.6703443824401425,89.69936441857826,0.4267579830323877,1.1710475366103348
arm-f86e598566,ABB,IRB 140T,robotics-toolbox,False,0.25,True,[],7,0,4907,0.9378569856974039,0.7500967768562361,91.57161557567346,0.45716216249388547,1.2930929321516897
arm-4e79777e86,ABB,IRB 1600,matlab,False,1.0,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,14656,0.9101854191487185,0.4539107672075671,88.13182065287192,0.32709524350516317,0.5381294779739219
arm-4e79777e86,ABB,IRB 1600,matlab,False,0.5,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,7326,0.9098151381294545,0.5772728451927026,90.22352092175483,0.40091826383152185,0.8123996186516727
arm-4e79777e86,ABB,IRB 1600,matlab,False,0.25,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,4059,0.9039188018316282,0.7140704904112819,91.21977938149288,0.45030678659776774,1.0163490716140369
arm-c92ba5c644,ABB,IRB 1600-6/1.2,ros-industrial,False,1.0,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,14656,0.9101854191487185,0.4539107672075671,88.13182065287192,0.32709524350516317,0.5381294779739219
arm-c92ba5c644,ABB,IRB 1600-6/1.2,ros-industrial,False,0.5,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,7326,0.9098151381294545,0.5772728451927026,90.22352092175483,0.40091826383152185,0.8123996186516727
arm-c92ba5c644,ABB,IRB 1600-6/1.2,ros-industrial,False,0.25,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,4059,0.9039188018316282,0.7140704904112819,91.21977938149288,0.45030678659776774,1.0163490716140369
arm-674fb8e440,ABB,IRB 1600-8/1.45,ros-industrial,False,1.0,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,18935,0.9008308696450893,0.43130453277230996,88.20490929865464,0.3167698386082041,0.4339564632747409
arm-674fb8e440,ABB,IRB 1600-8/1.45,ros-industrial,False,0.5,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,9465,0.9001799670117439,0.5592895539925028,90.21188962308815,0.3894740971777577,0.7090542049230815
arm-674fb8e440,ABB,IRB 1600-8/1.45,ros-industrial,False,0.25,True,"[""link_3.stl: ModuleNotFoundError: No module named 'networkx'""]",6,1,5128,0.8932368859815311,0.678156433008134,90.90235452462852,0.43424435582751686,0.8766428669831838
arm-081210e630,ABB,IRB 2400,ros-industrial,False,1.0,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,65127,0.897781101130108,0.20334581153284423,27.136143294580382,0.1106154384585196,-0.5225291519925028
arm-081210e630,ABB,IRB 2400,ros-industrial,False,0.5,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,32562,0.8876939590672126,0.3446818229813938,132.9898051859158,0.6511551008364682,0.9477471612116752
arm-081210e630,ABB,IRB 2400,ros-industrial,False,0.25,True,"[""link_1.dae: ModuleNotFoundError: No module named 'networkx'"", ""link_3.dae: ModuleNotFoundError: No module named 'networkx'""]",5,2,23914,0.8825963450769938,0.42017880239502103,129.45278177827507,0.6481385472147897,0.9786294054094311
arm-f3a89fcc9e,ABB,IRB 2600,ros-industrial,False,1.0,True,[],7,0,272043,0.9590610175337972,0.30646758007882174,60.73096729578279,0.19289491287238714,0.31629402014057706
arm-f3a89fcc9e,ABB,IRB 2600,ros-industrial,False,0.5,True,[],7,0,136018,0.9592201619458606,0.4632580471633266,79.85617861094045,0.22904109395260858,0.6546271028683358
arm-f3a89fcc9e,ABB,IRB 2600,ros-industrial,False,0.25,True,[],7,0,68354,0.9585335380684518,0.5549418393951032,82.65512053712091,0.28439339561020305,0.8631963711493169
arm-f817901d6a,ABB,IRB 4400L/30,ros-industrial,True,1.0,True,[],7,0,11696,0.9247170269056121,0.4549953879134445,90.0,0.35956223474442806,0.7018662912570834
arm-f817901d6a,ABB,IRB 4400L/30,ros-industrial,True,0.5,True,[],7,0,5846,0.9225332069980587,0.5950097101372857,90.83555297600768,0.4213055689120794,0.9546515078983357
arm-f817901d6a,ABB,IRB 4400L/30,ros-industrial,True,0.25,True,[],7,0,3120,0.918279602970399,0.72988436005148,95.66936068187147,0.4941752157399403,1.2288793393819075
arm-24c767f546,ABB,IRB 4600-20/2.50,ros-industrial,False,1.0,True,[],7,0,36571,0.9421521167476687,0.6307145055289202,86.13414316398111,0.3629377580358368,0.9954368322170599
