condition,whole_robot_iou,whole_silhouette_iou,normalized_chamfer,normalized_hd95,bbox_error_mm
D0_physicalized,0.4496487119437939,0.636903677394382,0.02051300572312704,0.1358633902837181,83.4075548992294
D1_final,0.3283582089552239,0.5466225001774416,0.026075421732206866,0.1646475657227342,97.13168103597036
