condition,physical_interface_carriers,physically_attached_carriers,BICR,overlapping_separate_solids,positive_gap_carriers,virtual_or_interface_only_rows,spurious_virtual_geometry_count
D0_physicalized,20,20,1.0,18,2,2,0
