entity_id,v3_split,manufacturer,name,orientation_module,local_curvature_module,persistence_module,geometry_score_v3,score_without_orientation,score_without_local_curvature,score_without_persistence,single_scale_score_1,faces_1,single_scale_score_0.5,faces_0.5,single_scale_score_0.25,faces_0.25,approximation_difficulty,difficulty_1000,difficulty_5000,difficulty_10000
arm-42320609fa,validation,Fanuc,R-2000iC/270F,0.4333333333333333,0.5583333333333332,0.3958333333333333,0.4624999999999999,0.4770833333333333,0.4145833333333333,0.49583333333333324,0.521875,1331.0,0.453125,950.0,0.415625,872.0,0.125,0.0,0.15,0.225
arm-43fa322555,development,Franka Emika,FR3,0.9750000000000001,0.29583333333333334,0.26666666666666666,0.5125000000000001,0.28125,0.6208333333333333,0.6354166666666667,0.46875,126586.0,0.44062499999999993,63289.0,0.459375,31640.0,0.8347222222222221,0.9083333333333332,0.8083333333333332,0.7875
arm-447dd175af,validation,Universal Robots,UR3,0.9958333333333332,0.525,0.525,0.6819444444444445,0.525,0.7604166666666666,0.7604166666666666,0.64375,67274.0,0.6687500000000001,33633.0,0.65625,16814.0,0.9736111111111111,0.9958333333333332,0.975,0.9500000000000001
arm-4c7b408826,development,Fanuc,LR Mate 200iB/3L,0.6875,0.29166666666666663,0.0625,0.34722222222222215,0.17708333333333331,0.375,0.4895833333333333,0.390625,25109.0,0.30312500000000003,14128.0,0.221875,11836.0,0.4805555555555556,0.27499999999999997,0.5833333333333334,0.5833333333333334
arm-4e79777e86,development,ABB,IRB 1600,0.5,0.8291666666666666,0.8041666666666667,0.7111111111111111,0.8166666666666667,0.6520833333333333,0.6645833333333333,0.75,14656.0,0.76875,7326.0,0.7500000000000001,4059.0,0.6819444444444444,0.6833333333333332,0.6791666666666667,0.6833333333333332
arm-53f9b9bc6b,development,Fanuc,LR Mate 200iC/5H,0.4916666666666667,0.09166666666666666,0.075,0.21944444444444444,0.08333333333333333,0.2833333333333333,0.2916666666666667,0.184375,13046.0,0.21562499999999998,6910.0,0.203125,3986.0,0.501388888888889,0.4083333333333334,0.5333333333333333,0.5625000000000001
arm-551a9c392e,validation,Rethink Robotics,Sawyer,0.9625,0.6916666666666668,0.6041666666666666,0.7527777777777778,0.6479166666666667,0.7833333333333333,0.8270833333333334,0.7593749999999999,227815.0,0.71875,113902.0,0.8218749999999999,58528.0,0.8805555555555555,0.7875000000000001,0.9083333333333333,0.9458333333333334
arm-5547a74654,development,Staubli,TX-60L,0.6458333333333334,0.6791666666666666,0.6041666666666666,0.6430555555555556,0.6416666666666666,0.625,0.6625,0.66875,34874.0,0.615625,17432.0,0.628125,8711.0,0.4930555555555556,0.5541666666666667,0.45416666666666666,0.4708333333333334
arm-58bea95949,development,Fanuc,M-20iA/10L,0.3333333333333333,0.3,0.28750000000000003,0.30694444444444446,0.29375,0.3104166666666667,0.31666666666666665,0.30624999999999997,3970.0,0.321875,1981.0,0.353125,1037.0,0.1611111111111111,0.10833333333333334,0.15,0.225
arm-594e86b100,validation,Fanuc,R-2000iC/210F,0.25833333333333336,0.5125000000000001,0.3958333333333333,0.3888888888888889,0.4541666666666667,0.32708333333333334,0.38541666666666674,0.44375,2834.0,0.3625,1416.0,0.37812499999999993,804.0,0.1611111111111111,0.10833333333333334,0.15,0.225
arm-63ba00c5ba,development,Fanuc,LR Mate 200iC/5HS,0.4916666666666667,0.09166666666666666,0.075,0.21944444444444444,0.08333333333333333,0.2833333333333333,0.2916666666666667,0.184375,13046.0,0.21562499999999998,6910.0,0.203125,3986.0,0.5236111111111111,0.4083333333333334,0.5916666666666667,0.5708333333333333
arm-674fb8e440,development,ABB,IRB 1600-8/1.45,0.32916666666666666,0.7875,0.7541666666666668,0.6236111111111112,0.7708333333333334,0.5416666666666667,0.5583333333333333,0.675,18935.0,0.69375,9465.0,0.66875,5128.0,0.6791666666666667,0.7166666666666667,0.5708333333333333,0.75
arm-697cb5dd8b,development,Fanuc,LR Mate 200iC/5L,0.5083333333333333,0.13333333333333333,0.09999999999999999,0.2472222222222222,0.11666666666666667,0.30416666666666664,0.3208333333333333,0.221875,12600.0,0.246875,6686.0,0.2625,3876.0,0.5680555555555556,0.5125000000000001,0.5791666666666667,0.6125
arm-6af92e32a6,development,ABB,IRB 6600-255/2.55,0.4958333333333333,0.5,0.4875,0.49444444444444446,0.49375,0.49166666666666664,0.4979166666666667,0.5249999999999999,22783.0,0.65625,11388.0,0.525,5690.0,0.8166666666666665,0.875,0.8249999999999998,0.75
arm-6c6b40b711,validation,Fanuc,R-2000iC/210L,0.27499999999999997,0.41250000000000003,0.375,0.3541666666666667,0.39375000000000004,0.32499999999999996,0.34375,0.371875,4437.0,0.35625,2301.0,0.35624999999999996,1235.0,0.13749999999999998,0.0375,0.15,0.225
arm-6db670c663,development,Kinova Robotics,Mico M1N6S300,0.3625,0.19166666666666665,0.15833333333333335,0.23750000000000002,0.175,0.2604166666666667,0.27708333333333335,0.23125,78668.0,0.21875,39330.0,0.278125,19658.0,0.49444444444444446,0.775,0.32083333333333336,0.3875
arm-787fc29345,development,Trossen Robotics,WidowX-250s,0.39999999999999997,0.6541666666666667,0.6458333333333334,0.5666666666666668,0.65,0.5229166666666667,0.5270833333333333,0.59375,10866.0,0.63125,5484.0,0.625,3320.0,0.4138888888888889,0.3208333333333333,0.425,0.4958333333333333
arm-79c861f26a,validation,KUKA,KR 150 R3100-2,0.7291666666666666,0.9375,0.9333333333333335,0.8666666666666667,0.9354166666666668,0.83125,0.8333333333333333,0.890625,38891.0,0.89375,19441.0,0.884375,9719.0,0.7097222222222221,0.7791666666666667,0.7999999999999999,0.5499999999999999
arm-7d8304122a,development,ABB,IRB 120-3/0.6,0.08749999999999998,0.7958333333333334,0.7625000000000001,0.5486111111111112,0.7791666666666668,0.42500000000000004,0.4416666666666667,0.61875,39982.0,0.596875,19988.0,0.68125,9991.0,0.8111111111111112,0.8250000000000001,0.7666666666666666,0.8416666666666667
arm-7e62b38268,development,Staubli,TX2-60,0.8541666666666666,0.5958333333333333,0.5708333333333334,0.6736111111111112,0.5833333333333334,0.7125,0.725,0.65625,37229.0,0.6531250000000001,18611.0,0.659375,9303.0,0.5458333333333334,0.4166666666666667,0.6083333333333334,0.6124999999999999
arm-80ddefb001,development,Fanuc,M-430iA/2F,0.5583333333333332,0.3333333333333333,0.2916666666666667,0.39444444444444443,0.3125,0.42499999999999993,0.4458333333333333,0.38125,6614.0,0.375,3304.0,0.371875,1664.0,0.23750000000000002,0.125,0.36250000000000004,0.225
arm-84f18dca29,development,Trossen Robotics,PhantomX Pincher,0.9291666666666666,0.9916666666666667,0.9791666666666666,0.9666666666666667,0.9854166666666666,0.9541666666666666,0.9604166666666667,0.98125,9242.0,0.9718749999999999,4642.0,0.9562499999999999,3052.0,0.6083333333333335,0.6750000000000002,0.9250000000000002,0.225
arm-8802f2b8b4,development,Fanuc,CR-7iA,0.6833333333333332,0.9458333333333334,0.5791666666666667,0.7361111111111112,0.7625000000000001,0.63125,0.8145833333333333,0.878125,1659.0,0.709375,919.0,0.60625,747.0,0.2222222222222222,0.2916666666666667,0.15,0.225
arm-8fcf241b6f,development,ABB,IRB 52-7/1.2,0.5916666666666667,0.7999999999999999,0.65,0.6805555555555555,0.725,0.6208333333333333,0.6958333333333333,0.7468750000000001,26059.0,0.690625,13092.0,0.63125,6928.0,0.8083333333333332,0.7333333333333334,0.9083333333333333,0.7833333333333332
arm-8feb5af658,development,Kinova Robotics,Jaco J2N4S300,0.10000000000000002,0.19999999999999998,0.19583333333333333,0.16527777777777777,0.19791666666666666,0.14791666666666667,0.15,0.17500000000000002,73956.0,0.18125000000000002,36974.0,0.2,18480.0,0.44999999999999996,0.7916666666666666,0.25,0.30833333333333335
arm-91f018718c,development,ABB,IRB 52-7/1.45,0.4958333333333333,0.7833333333333333,0.6083333333333333,0.6291666666666665,0.6958333333333333,0.5520833333333333,0.6395833333333333,0.7218749999999999,26848.0,0.684375,13488.0,0.55,7126.0,0.8333333333333334,0.7999999999999999,0.875,0.8250000000000001
arm-936a2bbc83,development,ABB,IRB 120T,0.08749999999999998,0.7958333333333334,0.7625000000000001,0.5486111111111112,0.7791666666666668,0.42500000000000004,0.4416666666666667,0.61875,39982.0,0.596875,19988.0,0.68125,9991.0,0.8125,0.8333333333333334,0.7625000000000001,0.8416666666666667
arm-98c28568ba,development,Fanuc,CRX-10iA/L,0.1625,0.15416666666666665,0.029166666666666664,0.11527777777777777,0.09166666666666666,0.09583333333333334,0.15833333333333333,0.15625,24482.0,0.08125,12234.0,0.06875,6114.0,0.36388888888888893,0.4708333333333334,0.29583333333333334,0.325
arm-9c4ffe22a9,development,Kinova Robotics,Jaco J2N6S300,0.125,0.16666666666666666,0.15,0.14722222222222223,0.15833333333333333,0.1375,0.14583333333333331,0.15625,77642.0,0.159375,38816.0,0.1875,19400.0,0.4291666666666667,0.6750000000000002,0.24166666666666667,0.3708333333333333
arm-9c6c2f8aef,development,Kinova Robotics,Jaco J2S6S300,0.18333333333333335,0.125,0.1125,0.14027777777777778,0.11875,0.14791666666666667,0.15416666666666667,0.1375,89448.0,0.1375,44718.0,0.171875,22352.0,0.4138888888888889,0.6333333333333333,0.29583333333333334,0.3125
arm-a49344adee,development,KUKA,KR 16-2,0.25416666666666665,0.3625,0.34583333333333327,0.3208333333333333,0.35416666666666663,0.29999999999999993,0.30833333333333335,0.35,65127.0,0.646875,32562.0,0.621875,23914.0,0.7347222222222222,0.5458333333333333,0.7541666666666668,0.9041666666666668
arm-a72160b62d,validation,KUKA,KR 150-2,0.5583333333333335,0.3541666666666667,0.3541666666666667,0.4222222222222223,0.3541666666666667,0.45625000000000004,0.45625000000000004,0.44999999999999996,51117.0,0.45937500000000003,25556.0,0.44062500000000004,12828.0,0.9847222222222224,0.9875000000000002,0.9833333333333334,0.9833333333333334
arm-a751040684,development,KUKA,KR 10 R1420,0.9375,0.7125,0.6791666666666666,0.7763888888888889,0.6958333333333333,0.8083333333333333,0.825,0.765625,102666.0,0.76875,51328.0,0.8125,25661.0,0.8736111111111112,0.875,0.9416666666666668,0.8041666666666666
arm-aa1b44f60a,development,KUKA,KR 6 R900-2,0.9041666666666667,0.8083333333333335,0.7374999999999999,0.8166666666666668,0.7729166666666667,0.8208333333333333,0.8562500000000001,0.83125,20336.0,0.7999999999999999,10165.0,0.78125,5079.0,0.5319444444444444,0.3833333333333333,0.6083333333333333,0.6041666666666666
arm-ab15a75247,development,Lynxmotion,AL5D,0.39166666666666666,0.725,0.725,0.6138888888888889,0.725,0.5583333333333333,0.5583333333333333,0.64375,58952.0,0.7437499999999999,29474.0,0.703125,15282.0,0.43194444444444446,0.2916666666666667,0.4749999999999999,0.5291666666666667
arm-ab859c237c,validation,Trossen Robotics,ReactorX-150,0.012500000000000002,0.6958333333333334,0.5458333333333334,0.4180555555555556,0.6208333333333333,0.2791666666666667,0.3541666666666667,0.525,11194.0,0.446875,5774.0,0.421875,3626.0,0.4166666666666667,0.30833333333333335,0.49583333333333335,0.4458333333333333
arm-ac0ed3c3ba,development,Fanuc,M-710iC/45M,0.20833333333333334,0.49583333333333335,0.37083333333333335,0.3583333333333334,0.43333333333333335,0.28958333333333336,0.35208333333333336,0.421875,3164.0,0.340625,1742.0,0.334375,1144.0,0.1611111111111111,0.10833333333333334,0.15,0.225
arm-acd806343f,development,Universal Robots,UR10e,0.5333333333333333,0.012500000000000002,0.012500000000000002,0.1861111111111111,0.012500000000000002,0.27291666666666664,0.27291666666666664,0.17499999999999996,129621.0,0.428125,86079.0,0.39375000000000004,85931.0,0.6375000000000001,0.48750000000000004,0.6875,0.7375000000000002
arm-ad68760742,development,Fanuc,M-900iB/700,0.025000000000000005,0.425,0.37916666666666665,0.27638888888888885,0.40208333333333335,0.20208333333333334,0.225,0.325,3750.0,0.296875,2066.0,0.30625,1314.0,0.13472222222222222,0.029166666666666664,0.15,0.225
arm-b10f1f90f2,validation,Staubli,TX2-90XL,0.725,0.6375000000000001,0.5416666666666667,0.6347222222222223,0.5895833333333333,0.6333333333333333,0.68125,0.6593749999999999,57554.0,0.60625,28769.0,0.590625,14380.0,0.4680555555555555,0.5499999999999999,0.425,0.4291666666666667
arm-b7a6f7cec6,development,Fanuc,M-6iB/6S,0.7291666666666666,0.49583333333333335,0.47500000000000003,0.5666666666666668,0.4854166666666667,0.6020833333333333,0.6125,0.553125,2188.0,0.55,1090.0,0.546875,702.0,0.1986111111111111,0.22083333333333335,0.15,0.225
arm-b7ba94bbd4,validation,Trossen Robotics,PincherX-100,0.29583333333333334,0.7833333333333333,0.6541666666666667,0.5777777777777778,0.71875,0.475,0.5395833333333333,0.659375,6620.0,0.646875,3360.0,0.58125,2270.0,0.3736111111111111,0.3416666666666666,0.5541666666666667,0.225
