entity_id,manufacturer,name,v3_split,face_budget,approximation_ok,original_faces,target_faces,achieved_faces,mesh_count,failure_count,failures,normalized_chamfer,normalized_hausdorff,normal_error
arm-1d928e951e,KUKA,KR 3 R540,validation,10000,True,74572,10000,9995,7,0,[],0.024810383303835715,0.08063914744111031,0.1385353850245867
arm-e07d114785,KUKA,KR 6 R700 sixx,development,1000,True,44700,1000,4882,7,0,[],0.02552943199915951,0.07703172217306178,0.16245743504180432
arm-e07d114785,KUKA,KR 6 R700 sixx,development,5000,True,44700,5000,6830,7,0,[],0.02470656866483675,0.06799543478635646,0.16578293160228827
arm-e07d114785,KUKA,KR 6 R700 sixx,development,10000,True,44700,10000,10008,7,0,[],0.025143256984604925,0.07700791191449598,0.1645534743779032
arm-c8e061a405,KUKA,KR 6 R900 sixx,development,1000,True,36758,1000,7462,7,0,[],0.022804190977623907,0.07343543830748088,0.16616624163452348
arm-c8e061a405,KUKA,KR 6 R900 sixx,development,5000,True,36758,5000,7462,7,0,[],0.023231257717354934,0.07145282184011602,0.17639563649949702
arm-c8e061a405,KUKA,KR 6 R900 sixx,development,10000,True,36758,10000,9993,7,0,[],0.02263366052592377,0.07029494755358173,0.1691640224778384
arm-aa1b44f60a,KUKA,KR 6 R900-2,development,1000,True,20336,1000,992,7,0,[],0.024973365737410876,0.07344852568769172,0.1444500949823331
arm-aa1b44f60a,KUKA,KR 6 R900-2,development,5000,True,20336,5000,4995,7,0,[],0.023509784136009723,0.07336514088621769,0.14810199841607014
arm-aa1b44f60a,KUKA,KR 6 R900-2,development,10000,True,20336,10000,9995,7,0,[],0.023275722674950483,0.07041633706644594,0.143916937670043
arm-8feb5af658,Kinova Robotics,Jaco J2N4S300,development,1000,True,73956,1000,1718,9,0,[],0.03412168054802863,0.1268408905227936,0.17620913785348538
