version,link_count,mean_mfr,mean_voxel_iou,mean_chamfer,mean_hd95
R0,6,0.13888888888888887,0.3811509976631512,0.0335807433512015,0.07489474953290651
R1,6,0.3055555555555556,0.268407108439335,0.05380439423794996,0.11336549131852347
R2,6,0.47222222222222227,0.3003562142152656,0.03948193339327777,0.09487467486838747
